sample_id,vibration_rms,vibration_kurtosis,vibration_spectral_energy,dominant_frequency,current_rms,current_kurtosis,current_spectral_energy,rpm_std,temperature,fault_type
31,0.35402577815222747,-1.4422111567342653,4107.352580968869,0.1953125,4.995914473046533,0.3209615986141432,1634511.1072491275,5.101156879365611,60.10860057735685,normal
32,0.3506420048571346,-1.458862218531268,4028.5099267132678,0.1953125,5.031256391249509,-0.3952505242717943,1657655.4112714436,5.101113202303132,59.9037131822454,normal
33,0.35334618368633636,-1.4366125046245144,4089.777867457513,0.1953125,4.986601608963517,1.342874096229706,1628344.608308763,4.651791157075675,59.98766239321478,normal
34,0.35956996798468416,-1.4434530787591626,4237.353278306747,0.1953125,4.978077890859034,-0.3865218582914052,1622697.3694524982,4.927737434412359,59.98872105324031,normal
35,0.3616600308701796,-1.4422214867720993,4286.687295857507,0.1953125,4.981907685827356,-0.14982955984057833,1625168.6293719825,4.8332313052255165,60.08305641900281,normal
36,0.35888143333802375,-1.438797877387966,4220.699971460875,0.1953125,5.000381694227276,-0.15871877162900416,1637608.1082666276,4.602665814228908,59.85326629658015,normal
37,0.3619663574331325,-1.427301604787568,4293.88964082623,0.1953125,4.996156911204027,-0.26064497229830685,1634447.1336589267,5.1690970017068,60.11814064469356,normal
38,0.35619527780162036,-1.4764935881135648,4157.452363145232,0.1953125,5.003147297096478,-0.37110219956267665,1639107.7154541924,5.0928713828655585,60.31300817104866,normal
39,0.35755773141538827,-1.425662020318897,4189.584403878031,0.1953125,5.007235094727342,-0.5215347739375291,1641989.8725244512,4.452028454300981,59.90496704344363,normal
40,0.35444970966700967,-1.4590538037605676,4116.7772778533135,0.1953125,5.01399543338371,-0.34565323267122583,1646313.5309959818,5.492598865567499,59.95001869772055,normal
41,1.0570017421774136,-1.4865925403663467,36609.44479997162,0.1953125,5.088097357078049,-1.37107172176789,1671339.6442260018,5.090744858654516,69.7094142804379,imbalance
42,0.3564976788580469,-1.4205134627618548,4164.144769763643,0.1953125,5.002089329346846,-8.688420238289751e-05,1638415.9884923857,5.209360256501206,60.01584868782203,normal
43,0.35435987001849206,-1.4449942848710018,4114.908981904654,0.1953125,5.0220752253264775,0.20570168156663948,1651632.5406014628,4.437382395458073,59.99698007627925,normal
44,0.35451683152254554,-1.4523205431363242,4118.288298906135,0.1953125,4.999253485276317,0.5156864429897645,1636577.2533289718,5.183894834880158,59.96871376343685,normal
45,0.35865961738666274,-1.4178302992901333,4214.154751327276,0.1953125,5.009337200215377,-0.07597476176913709,1643072.9614232157,4.899521220370375,59.87546016882902,normal
46,0.35778461528740296,-1.417274605782772,4196.987547675456,0.1953125,4.985625829583435,-0.2776374520203442,1627595.1946136763,5.001062925520435,59.761871946536886,normal
47,0.3522841271574262,-1.4299253818557673,4068.5114021879076,0.1953125,5.011637079369109,-0.11970169126503505,1644588.091289928,5.080196928472385,60.15155990832365,normal
48,0.35664245959682167,-1.4763264809980001,4169.1933800751085,0.1953125,4.998137816870763,-0.2030994241844577,1635855.562193477,5.166128247342294,59.960074892143254,normal
49,0.35750030156535545,-1.4485684612731276,4185.448556559321,0.1953125,4.9900500202062,-0.16456660958302605,1630633.7648271623,4.783024461375628,59.977971237845566,normal
50,0.36057863737154955,-1.443428179768671,4260.393037053353,0.1953125,5.0141878371201045,-0.10710256531622431,1646184.3427551931,4.792818688932299,60.12224245785001,normal
51,0.3574227356200045,-1.4851179300558117,4185.370691267859,0.1953125,4.995554796393227,0.07691684242484342,1634045.4250223027,5.651259367158378,60.10992238904686,normal
52,0.3563292041292222,-1.4629730070517781,4159.862262208214,0.1953125,4.9874277118263635,-0.03526463190909368,1628760.7852416006,5.209531454378565,60.284339148888506,normal
53,0.36098175181464576,-1.433987620737089,4270.133925022864,0.1953125,5.022903747040889,0.20105186187346735,1652078.8915586746,5.034384335939611,59.691162396158006,normal
54,0.35326479931655824,-1.4430265081108076,4089.419881337146,0.1953125,4.978404666598949,-0.22154285240355653,1622872.027098691,5.227670736930299,60.05911916729381,normal
55,0.350538495607282,-1.44027272483517,4026.4251695565536,0.1953125,4.996931128610386,-0.3175265289247249,1634948.0578620413,5.111377953162042,59.962666988068705,normal
56,0.35634170520230524,-1.4241338981312268,4161.251134898939,0.1953125,5.022486621561251,0.3939674296879856,1651834.8849324295,5.328340976588067,60.01440431668746,normal
57,0.3494356632606785,-1.4315258122160457,4000.5368392763576,0.1953125,4.997527098511209,-0.16966620766763008,1635369.4044728358,5.230868873524079,59.90906067785046,normal
58,1.0608343199781591,-1.4879845545034525,36876.36902645262,0.1953125,5.114588316749644,-1.3670116093967724,1689048.4508807438,5.146731128791121,66.56422804747623,imbalance
59,0.35974887501723196,-1.4671786924379442,4240.797849030034,0.1953125,5.0041500948868824,0.7764018384357625,1639719.0722372863,4.925585566644531,59.77146535212137,normal
60,1.0590164792723666,-1.4813018661244637,36750.12200344795,0.1953125,5.083592520747016,-1.255274150176208,1667070.1672588994,5.156957774236336,69.89937143454793,imbalance
61,1.0639539044137127,-1.4893758898645115,37093.249890062405,0.1953125,5.080778642656903,-1.3640483618066428,1666399.04584419,4.954221195324537,69.9244301596199,imbalance
62,0.35435923442219885,-1.4556721830409816,4114.582011160429,0.1953125,5.012557897673685,-0.24751748907088356,1645390.0539301727,5.011193339005974,59.93484415872741,normal
63,0.7533317910611127,0.026973714306976593,18596.101213245936,0.390625,5.012781004544366,-1.2242885741097485,1641015.7856120374,4.779025927112293,74.67478220517494,misalignment
64,0.3564231712622471,-1.4143206890109554,4162.440874119851,0.1953125,5.008727818994379,-0.2802966251269883,1642818.3446078422,4.916948838115996,60.010651193696226,normal
65,0.7561699152940268,0.04578635712916013,18735.202039309235,0.390625,5.026997869902709,-0.8829927616818471,1650615.2468203336,4.982479794653343,72.90467269923087,misalignment
66,0.35453985595522375,-1.4441860737314804,4118.846999531664,0.1953125,4.996893956146642,-0.008092172710358003,1635218.494201118,4.84852506312223,59.96589289877295,normal
67,0.35561080822353686,-1.4213875465444705,4144.070691539933,0.1953125,5.008743723016109,-0.37979165641395074,1642700.2866260319,4.929450958302252,60.16645796969806,normal
68,0.35108427028729805,-1.4493151840384262,4039.9428472020545,0.1953125,5.0005520133259065,0.45335930984384243,1637444.8109659737,5.106623577282653,59.89629416069775,normal
69,0.6103632462720606,17.47495418256955,12350.883264006823,0.1953125,5.037314717346165,-0.007645236010129786,1658928.835341676,4.964586786118761,71.22809383853422,bearing_fault
70,0.359055998976298,-1.426041972490769,4225.120029218982,0.1953125,4.989406147502691,0.15498285478624352,1630109.2300510826,5.260619054829123,60.20752431091604,normal
71,0.35911420177140957,-1.4431276268022308,4225.990371470005,0.1953125,5.003767366481596,-0.19308732680141638,1639471.6855339643,4.813219154567465,59.89279800262132,normal
72,0.3575428208921938,-1.4609632469959428,4188.881430659928,0.1953125,5.005219612612153,-0.050810834033315544,1640487.4290260547,5.034447197963481,59.77989190842076,normal
73,0.7535007082449066,0.021471789060156787,18603.971410676477,0.390625,5.003225626986552,-0.7853038494700728,1635000.8262635674,5.092316169810103,72.99598810347774,misalignment
74,0.3587071443806624,-1.4362727275171152,4215.889779309873,0.1953125,5.008755524407152,0.08361832928630264,1642876.1961226796,5.176933498125512,59.91962996007145,normal
75,0.7566478427468436,0.0661062274765234,18759.14538028426,0.390625,5.01983687867252,-1.0294348958254567,1645340.3972315318,4.998544589931619,73.42391662644081,misalignment
76,0.3573833292102818,-1.4650782514518608,4185.265282257096,0.1953125,4.990211449712105,-0.1103263115010158,1630588.4048841354,5.161790409515809,59.901797669702916,normal
77,0.3507839177166817,-1.4105805424031308,4032.592432379847,0.1953125,5.01182826993976,0.021540968671758698,1644733.30603182,4.89993504235044,59.86564791246312,normal
78,0.3546364826063772,-1.4391631880544518,4122.913203032231,0.1953125,4.999415952455243,-0.21789349689376758,1636750.3398523713,5.135964994040318,60.235986736872015,normal
79,0.3533262408077866,-1.4471339556623553,4091.405566117322,0.1953125,4.999734301811782,-0.32598804032532547,1636863.3836209597,4.943918000605633,60.047824930128385,normal
80,0.35125025627189316,-1.419057916863003,4043.328541978678,0.1953125,4.99811879218234,0.2815599255943164,1636035.506337512,5.01364509622208,60.093072997393705,normal
81,0.3553513166863617,-1.3988954615235039,4137.694776049602,0.1953125,4.974196781840436,-0.5743041826864044,1620029.6319342027,5.276117367166088,59.741349478625835,normal
82,0.3568127994854446,-1.446092823564233,4172.392032162263,0.1953125,5.012595656689951,-0.04159988341822318,1645324.2652159892,5.108325089278257,60.050421820584496,normal
83,0.7594260433568736,0.014482753003359328,18898.227499809713,0.390625,5.00630179386467,-0.8464479894102306,1637098.5676253552,5.098120321654222,69.3112534154415,misalignment
84,0.3600179895276939,-1.4426850970682485,4247.317976496367,0.1953125,5.025427134137423,0.5845258715591077,1653903.0886406868,5.0420485335596315,59.92081725990344,normal
85,0.3601530557725915,-1.445743217745308,4250.818828928185,0.1953125,4.9850021436490906,-0.14885897399104175,1627325.793588771,4.684258248393486,59.99577013107968,normal
86,0.35799944999226385,-1.4343990149128265,4200.708913887836,0.1953125,5.006315999748311,0.052054004139231225,1641218.3567858252,4.855036710587048,60.09916275723636,normal
87,0.35166710145807567,-1.4380024835204988,4052.9876808968907,0.1953125,4.987111747671779,0.40508305520176036,1628559.519341008,5.290358788655861,59.92181181986108,normal
88,0.35580500436982626,-1.440255657582487,4148.183913413905,0.1953125,5.023311359947666,-0.05499924433994874,1652589.3835791454,5.235306466239363,59.88911031426796,normal
89,0.35804984226357245,-1.4471820085977367,4200.547554639428,0.1953125,5.010914937990106,0.053915473093449684,1644110.265755536,4.941371751738541,59.897974074353,normal
90,0.5852973260869401,16.705607192547692,11316.794589380519,0.1953125,5.02142753931198,0.08504237375370138,1648346.5110728464,5.161267407930154,71.04705240739924,bearing_fault
91,0.6060363756866468,16.033796377106142,12240.992383938814,0.1953125,5.020858361302497,-0.2180391228752736,1647266.8901181277,4.948000345555658,74.72632039722993,bearing_fault
92,0.7532315229581035,0.028949201067505204,18590.733338673206,0.390625,5.007948989233847,-0.9635692632152493,1637763.8926834138,5.323359978502535,72.06929690515585,misalignment
93,0.3569525697019092,-1.438152551540795,4174.998469188492,0.1953125,4.995211349149307,0.11393832268478032,1633937.2526059456,5.408364018576131,59.74059599877994,normal
94,0.35826251898850386,-1.4432382498934595,4205.710881189883,0.1953125,4.992375850027558,0.10816136994845138,1631997.3653681194,4.98020600276609,59.84674054654241,normal
95,0.3574581629511232,-1.4412478297118847,4186.786590196208,0.1953125,5.000299330545273,-0.08149519898779278,1637409.7874012715,4.914284405808078,59.80470352967261,normal
96,0.3588245517840119,-1.424399522987555,4218.953019823791,0.1953125,4.9984640904273725,-0.2511705108773734,1636203.6062520344,5.0488880406078795,59.88642554019944,normal
97,0.3519140482772449,-1.4230549423915229,4058.242978995171,0.1953125,5.005839023465802,-0.1478460541118638,1640886.9859109933,4.834532354145172,59.920971288736716,normal
98,0.3534920655107806,-1.4215005026015206,4094.8363142913095,0.1953125,5.002857844563935,-0.19351242178850647,1638819.2417393296,4.917807546634548,59.99552603404537,normal
99,0.35594360573737704,-1.4166637585365012,4152.076239187069,0.1953125,5.0170509581866405,0.2738575931407108,1648197.3519311873,5.127497513225324,60.030360202834366,normal
100,0.36270142670846683,-1.4399484922474055,4310.8695860526395,0.1953125,5.010537915901765,0.40150136058080577,1644004.7299784352,4.848470512107717,60.048038747876205,normal
101,0.3550176833729457,-1.4255852697884954,4129.858645757037,0.1953125,4.996278064641028,-0.22432319990857508,1634769.005837736,4.688249477705231,60.06476083661444,normal
102,0.355541501802726,-1.4433725830872757,4142.111312470744,0.1953125,5.002437914611361,0.006925536592743864,1638536.5818277595,4.648333477090879,60.01743921676896,normal
103,0.35680488607050787,-1.4460595227991488,4172.795319101875,0.1953125,5.002825361174198,0.4927323532761472,1638935.8943977975,5.21395013772306,59.99244440325754,normal
104,0.3588506402819087,-1.4419562695594008,4220.274330216371,0.1953125,5.003316309376587,-0.0682282308350155,1639164.420984673,4.964026764534088,59.991402978238234,normal
105,0.3586715395615228,-1.4436956103583418,4215.466761628371,0.1953125,5.0153842219601135,0.17432107932994123,1647176.392288617,5.119530049624978,60.02498639626583,normal
106,0.35614678645403125,-1.4394910325035404,4156.172769295626,0.1953125,5.01108470267384,-0.49945434837204283,1644625.8529798565,5.042955529467283,59.96220505725295,normal
107,0.3556395054889674,-1.411156915019185,4144.5691548881205,0.1953125,4.97415541943542,-0.4234012486427461,1620074.9306962937,5.030406764480305,60.13769133393639,normal
108,0.3505040341765552,-1.3983553309100634,4025.86165076838,0.1953125,4.9989713184389055,0.18451261405770492,1636514.699753957,4.873372726151025,60.08933676669723,normal
109,0.3498232053380835,-1.4440267946773553,4010.080790688056,0.1953125,5.002476713326374,-0.3974332513449137,1638860.8910727396,4.7429710982225926,60.136044146694005,normal
110,0.3615214753613668,-1.4534256126236627,4282.576392934577,0.1953125,5.006050945455292,0.15234319980259103,1641164.311135192,5.437801959553799,59.9114186946226,normal
111,0.357423770927293,-1.4727136342089244,4185.728062935339,0.1953125,5.028295986142256,0.21977190970266847,1655758.956167394,4.764126738806858,60.134625563654055,normal
112,0.3609808409504007,-1.4255858908270818,4270.1098775458695,0.1953125,5.001829151019679,-0.4396344776265404,1638292.0600209085,4.6957841226221095,59.89383503792415,normal
113,0.35364724325299823,-1.4578371198376168,4098.258038324209,0.1953125,5.007960059300274,-0.4104092312591958,1642340.6737201645,5.2067007371888385,60.14175920955363,normal
114,0.35650097556923427,-1.4485232310345293,4163.380984660842,0.1953125,4.990646459890604,0.01454076243557445,1630992.1971786998,4.86110500560998,59.85015572059932,normal
115,0.627036050435959,20.970513043150724,12890.6261512192,0.1953125,4.987972749642481,0.21120395270071857,1626260.168228164,4.730419002573013,72.39437032480265,bearing_fault
116,0.3574495924828164,-1.4478684881945068,4186.382865791557,0.1953125,4.985571441060731,0.2660065317399867,1627453.6632354811,4.87830976047878,60.085300834073514,normal
117,1.0596409413279935,-1.4881127048689213,36793.65226354648,0.1953125,5.065106369291718,-1.3431809763925082,1656711.3693524376,4.797114431622543,65.92221049176709,imbalance
118,0.35344396978200676,-1.4337613085245033,4093.767331797895,0.1953125,5.038499015468356,0.28090821483077644,1662275.5111599353,4.887100354140554,60.04447675751193,normal
119,0.3585964059642467,-1.4425323367672962,4214.254345890047,0.1953125,5.003707013336721,-0.41908856776822745,1639611.3770629757,4.711857748914809,60.00801072033573,normal
120,1.0582478360200982,-1.4887941072399118,36696.66224656033,0.1953125,5.067944328038257,-1.3359440080074423,1657860.099835183,5.120387607673623,65.686315125964,imbalance
121,0.3539928308018405,-1.4638270578408585,4106.11728341747,0.1953125,4.9992657448550295,-0.016054177632140565,1636540.181377448,4.757097190188907,60.02874897390671,normal
122,1.057225775342748,-1.4790138074176313,36621.23980083432,0.1953125,5.0902596105839075,-1.3385298412268842,1672472.234361452,5.082671087974394,66.64598498770383,imbalance
123,0.3577340527383057,-1.454642603699148,4192.027186376188,0.1953125,5.002618266314915,-0.0576002099422257,1638824.356131917,5.005061750232457,60.12367560032192,normal
124,0.354348652714498,-1.4471342666666387,4112.602635887527,0.1953125,5.009416149315062,-0.08904717394681327,1643049.440991985,5.30717374713841,60.09813935198522,normal
125,0.3548942694320914,-1.4619739305509103,4127.125542187985,0.1953125,5.002212650422327,-0.2624870356370588,1638431.7031922538,4.671751674448224,60.02085984057648,normal
126,0.354191007466734,-1.4532045259114652,4110.722096994494,0.1953125,4.988869729838652,-0.5065733409783162,1629693.8404506932,4.6748044150976,59.909031658984745,normal
127,0.3523687025749743,-1.3900110747174321,4067.5213540844397,0.1953125,5.009757154082885,-0.6334750744150544,1643669.7304393663,5.333079495622814,59.86358412383685,normal
128,1.0580424726648994,-1.48398655363703,36680.13413747786,0.1953125,5.06180591990737,-1.3833081662832207,1653629.7137372321,5.023628458612906,68.26159837799854,imbalance
129,0.3567848506916196,-1.4579147690724203,4171.609780163288,0.1953125,5.0107625265857765,0.20804057398214493,1643966.2682145357,5.409949419791658,60.017317180634286,normal
130,0.3551016754493934,-1.4193571569513226,4131.951078298846,0.1953125,5.0200995872548635,-0.3381686488804938,1650101.4941455268,5.061267277791107,60.0510972485968,normal
131,1.0603615955893577,-1.477276483936969,36842.46266915148,0.1953125,5.086110009155608,-1.3237402816712,1670826.12985335,4.492778520004356,66.37114375050798,imbalance
132,0.34933821227528583,-1.4143574793850566,3997.7794391420452,0.1953125,4.987274546783195,0.12981014607516173,1628689.5069370714,5.2324274866898906,60.07550675261872,normal
133,0.3556517151705009,-1.4608542362434165,4144.712940155174,0.1953125,5.002069275947796,-0.155757253798273,1638608.2799930624,5.011317890521629,59.96457170565649,normal
134,0.35583854274633003,-1.4450118647860335,4148.897665713345,0.1953125,4.983054402418811,0.15160263134175622,1625942.9741319963,4.779514439021916,60.02098361716345,normal
135,0.3567841666265335,-1.42195229764808,4171.14246222798,0.1953125,5.005963805406984,-0.4093423878697906,1640925.8396394313,4.940506546395743,59.922642776678686,normal
136,0.35495084737338356,-1.4601507876248851,4128.514776369898,0.1953125,4.99316990098929,-0.27840039983686937,1632517.0284807216,5.155800648236383,59.97505518928588,normal
137,0.7558004929278985,0.06583986765856675,18718.305900678002,0.390625,5.0395382750922755,-0.86764909597678,1658707.3644088502,4.52394830796858,70.11118770950017,misalignment
138,0.35398419613350074,-1.4646430322326303,4105.603302623579,0.1953125,5.01032469334345,-0.39794963516522897,1643955.5177936142,5.402851697888708,59.81177519164001,normal
139,0.7509983781806931,0.05433976009143748,18481.16015798328,0.390625,5.017682799678582,-0.8829091576552281,1645015.809058029,5.011120050723063,68.63895908560997,misalignment
140,0.7523136365899151,0.06419667196782974,18545.419145752538,0.390625,5.001329240769556,-0.8028654637109929,1634255.5659563385,4.874514225973174,70.24383986999308,misalignment
141,0.35341166084242914,-1.3980191372630064,4092.8797265426433,0.1953125,5.0091543012473,0.5008851677317425,1643168.525282333,4.96564350401943,59.92632431206341,normal
142,0.35615117878099545,-1.434088547555792,4156.726212604709,0.1953125,5.011483262705676,-0.3298664602626964,1644646.320989066,5.036176130635352,60.14469474075581,normal
143,0.35726163385788146,-1.4441725732999708,4182.402406163412,0.1953125,5.016965290474838,0.23581813298418508,1648260.7548488497,5.232007220424228,60.0840829509998,normal
144,0.6363761669888824,18.74144430958899,13446.736710738563,0.1953125,5.04545223880912,0.012555497404080906,1664024.1465661274,5.009313809367105,71.37823115834786,bearing_fault
145,0.3615217534768077,-1.412434717245158,4283.453819173628,0.1953125,5.006287370576256,-0.31250164984903783,1641429.686649947,5.164740451818988,60.10047325474034,normal
146,0.35562963743566545,-1.4481211543632004,4144.323538355749,0.1953125,5.013655177235395,-0.33802484358324314,1646121.8176154946,4.608067793522334,60.01423444659807,normal
147,0.3561629493504557,-1.4153282869719128,4154.786657588915,0.1953125,4.990739938042292,-0.4398631067898715,1631142.6501076594,4.97902982240919,59.98898916548061,normal
148,0.35444004180343386,-1.4556369715589712,4117.133036560311,0.1953125,4.9980885467018705,0.5969523433449839,1635864.13323574,4.274515746240361,60.026988748942195,normal
149,0.35440686840405483,-1.450199163765176,4115.96549769276,0.1953125,5.008121091866589,0.37704093188779053,1642554.466801548,4.976269396966887,60.111079166546524,normal
150,0.35719438250666397,-1.4387027354369168,4180.8210615115,0.1953125,5.00816812090471,-0.08177146874130559,1642368.9224736404,4.754682303331101,60.09993639891388,normal
151,0.358507372585346,-1.417373902921281,4210.228779263018,0.1953125,5.006885402213746,-0.09308166164210441,1641562.5277472555,4.759694311379586,59.914353995095006,normal
152,0.3556594687843583,-1.4624951415332994,4145.9750808462595,0.1953125,4.988383665298266,0.22870563435985858,1629655.9167470585,4.832963157510569,60.04165591041484,normal
153,0.35699923537636624,-1.4336601418454644,4176.322549836473,0.1953125,5.029096167114537,0.46256898167043037,1656251.6186618959,4.3810232920518555,60.047078969881966,normal
154,0.35200201588919516,-1.4114300530842199,4060.2281188002426,0.1953125,5.012230160017156,-0.3652304019356256,1645162.0586807856,5.025500304005184,59.98191124273893,normal
155,1.0569949579141438,-1.4861598481367402,36610.02998683742,0.1953125,5.076196926155623,-1.3877020907330395,1663303.4427914247,4.736166102866718,66.55849846281978,imbalance
156,0.3566585448887725,-1.4555533118138506,4168.369423403408,0.1953125,4.987636973746357,-0.21074528721989028,1629224.9235533124,5.348083772143191,59.978905582681634,normal
157,0.35604721887078394,-1.451163102486973,4154.020032116448,0.1953125,4.996617580620761,-0.012197385460103405,1634958.1035292777,4.84216368361742,59.940678252557035,normal
158,0.7558119155149421,0.025194981943471362,18719.188596903245,0.390625,5.019558354457508,-0.936384030792663,1646056.6563030449,5.016355129723422,74.81769441743839,misalignment
159,0.35663317199717337,-1.442957939433731,4168.0093155927125,0.1953125,5.0213954667421605,0.5315759669361504,1651085.5347083209,4.7505162609663865,60.18366335410895,normal
160,0.7581652943628947,0.03519749771263836,18835.527329695255,0.390625,5.009206421566625,-0.8085454455226713,1638919.48746929,5.314036684646513,68.98032533007274,misalignment
161,0.36062838191542584,-1.4326044459271448,4262.051991988213,0.1953125,5.022125859579638,1.3556902690310322,1651450.1226418363,4.958252905773644,60.10847697900538,normal
162,0.35842485775746097,-1.4660498480717838,4209.652109226989,0.1953125,5.004033895052212,0.1743219178592641,1639871.7906848795,4.824232946349838,59.990455064850394,normal
163,0.755203060777923,0.08012775696468122,18688.1280968325,0.390625,5.035656053683817,-0.9056374340025126,1656502.3763755793,4.984901496586183,73.09703198208749,misalignment
164,0.3525613720111264,-1.416520305429211,4073.7483036177714,0.1953125,5.01060476929729,-0.022860900746866086,1644010.8941223302,5.195187769747536,59.94383274297901,normal
165,0.7489463440110576,0.00754160367128387,18380.25936362794,0.390625,5.035665567429212,-0.8784511044050052,1656003.1160548592,4.985993472748991,72.11702076482418,misalignment
166,1.0554461402464463,-1.482176282701165,36501.62499254257,0.1953125,5.091803103699109,-1.3274115286960395,1674083.875760455,5.027798859346707,69.77885726138693,imbalance
167,0.35125006809206893,-1.4258878179807353,4041.2875774712193,0.1953125,5.019016814991054,-0.3098131767610215,1649492.1892692575,4.534981436996247,59.820478929358785,normal
168,0.5996521194820348,17.89470793056368,11932.84360613357,0.1953125,5.080773704601183,0.4542390865957069,1687585.070961928,4.9415027524170645,70.11508508992438,bearing_fault
169,0.35691656517939496,-1.4474022053860531,4173.658936656384,0.1953125,4.998867040499619,-0.3751779145533498,1636229.2445452036,4.746704839668805,60.22285296129862,normal
170,1.060885704372521,-1.4935664995815179,36878.98497295567,0.1953125,5.092940059786445,-1.316458986096418,1675057.8510895711,5.16973486783322,69.31555661442658,imbalance
